	#_of_exp	#_of_exp(fc<0)	EG_score	empirical_pVal
BID	174	96	-5.832414346415621	8e-05
BIRC2	174	90	-2.183999049329901	0.07593
BIRC5	174	114	-11.721037262108592	1e-05
BLCAP	174	86	-0.913242593202788	0.27752
BLMH	174	101	-10.935396006931676	1e-05
BLVRA	174	65	-0.08652009859611053	0.48041
BMP4	174	98	2.3086199800698015	0.94271
BNIP3	174	86	-3.630650418392744	0.0109
BNIP3L	174	66	0.15105425036286205	0.53309
BPHL	174	89	2.0595151903496927	0.91084
BRCA1	174	121	-9.936456140586747	1e-05
BRP44	174	94	-10.085389623624298	1e-05
BTK	174	104	-1.9125488452458255	0.08625
BUB1B	174	92	0.5089445102007474	0.63093
BZW2	174	114	-2.6650339723052245	0.02555
C2CD2	174	100	-3.53674074659505	0.00803
C2CD2L	174	79	-1.8984691375082032	0.12081
C5	174	97	0.5787407238332816	0.65515
CAB39	174	88	-1.6150041443586	0.14437
CALM3	174	105	-0.5707813280393738	0.34375
CALU	174	84	-12.01814446490046	1e-05
CAMSAP2	174	71	-1.1532830084976775	0.24765
CANT1	174	55	-3.2556755408974554	0.04982
CAPN1	174	91	-8.823317974909743	1e-05
CASC3	174	76	-3.1397578811140545	0.03031
CASK	174	98	-8.736339667158337	1e-05
CASP10	174	86	0.3585113170844125	0.59021
CASP2	174	109	-8.265291904089377	1e-05
CASP3	174	90	-0.17788179635533563	0.45214
CASP7	174	88	-8.575239198927614	1e-05
CAST	174	54	-0.11778131026178647	0.47448
CAT	174	67	0.009839599026014745	0.5019
CBLB	174	77	0.33783566280583976	0.5807
CBR1	174	105	-7.495735522162803	1e-05
CBR3	174	93	-5.2667804291602955	0.00037
CCDC85B	174	95	-1.4672334851500186	0.16036
CCDC86	174	92	0.1775111228065446	0.54577
CCDC90A	174	65	0.16468049991647418	0.5367
CCDC92	174	83	-0.876897455731658	0.28682
CCL2	174	108	0.5642983610049926	0.65967
CCNA1	174	82	0.7632760463947961	0.68597
CCNA2	174	123	-10.411703247509385	1e-05
CCNB1	174	89	-4.720296208150222	0.00141
CCNB2	174	80	-6.984368455049704	4e-05
CCND1	174	104	-8.78234914706145	1e-05
CCND3	174	91	-12.105836958959936	1e-05
CCNE2	174	119	-10.333224876352228	1e-05
CCNF	174	112	-8.866706916693424	1e-05
CCNH	174	85	-5.533967075767113	0.00033
CCP110	174	118	-5.700006693179611	2e-05
CD320	174	104	-8.90249061436293	1e-05
CD40	174	89	0.21913257723040294	0.55586
CD44	174	54	-0.2508597982490411	0.44728
CD58	174	83	-11.373885522062423	1e-05
CD97	174	113	-2.9917502089005956	0.01472
CDC20	174	97	-7.965451893441433	1e-05
CDC25A	174	124	-9.884272431345105	1e-05
CDC25B	174	54	-1.9779668551395329	0.15531
CDC42	174	114	-7.817645229106705	1e-05
CDC45	174	101	-10.968825949849823	1e-05
CDCA4	174	103	-11.93410911909004	1e-05
CDH3	174	67	-0.17404032419127102	0.45968
CDK1	174	107	-8.537550303920066	1e-05
CDK19	174	69	-2.3096422649989243	0.09316
CDK2	174	107	-11.139712306271962	1e-05
CDK4	174	78	-9.543526263934805	1e-05
CDK5R1	174	87	-7.304760775012797	1e-05
CDK6	174	103	-2.4165711331149304	0.04545
CDK7	174	57	0.2895169603575934	0.56126
CDKN1A	174	51	-2.734549849343973	0.08968
CDKN1B	174	58	-2.810523338912358	0.07168
CDKN2A	174	92	-0.1978202263807144	0.44508
CEBPA	174	99	-10.745578387371317	1e-05
CEBPD	174	98	-2.335778597173895	0.05521
CEBPZ	174	112	-7.211193494841042	1e-05
CENPE	174	115	-7.079622121622728	1e-05
CEP57	174	97	0.17402112341238463	0.54739
CERK	174	88	-0.06580954873651375	0.48143
CETN3	174	97	-1.0915435140030925	0.22515
CFLAR	174	139	-3.977470451368822	0.00073
CGRRF1	174	101	-1.5358188535319157	0.1427
CHAC1	174	89	1.4398102102770893	0.82675
CHEK1	174	91	-2.6052557902252182	0.04396
CHEK2	174	104	-10.114607003484045	1e-05
CHERP	174	86	-3.672373097245495	0.01023
CHIC2	174	84	0.3366729590184369	0.58693
CHMP4A	174	71	0.13507156445727675	0.53175
CHMP6	174	110	-6.6148911149809475	1e-05
CHN1	174	79	-1.7474345116760615	0.13997
CHP	174	71	-0.978443479004638	0.28067
CIAPIN1	174	85	-8.665334278781852	1e-05
CIRBP	174	54	0.8550081651821867	0.67159
CISD1	174	92	-0.36402559254081435	0.40227
CLIC4	174	47	-1.7333127317790835	0.20204
CLPX	174	96	-1.9512692741200905	0.09204
CLSTN1	174	69	1.0980402729420342	0.73717
CLTB	174	81	0.3587654024267873	0.58761
CLTC	174	84	-7.052346399982186	3e-05
CNDP2	174	46	-0.7738677027750218	0.35295
CNOT4	174	107	-5.267201718956167	9e-05
CNPY3	174	93	-1.3255078551063662	0.18655
COASY	174	89	-8.654384170019453	1e-05
COG2	174	95	-3.3088137683270133	0.01391
COG4	174	80	-11.56015422878451	1e-05
COG7	174	53	-1.2448224143061932	0.25891
COL1A1	174	88	-8.519084595724383	1e-05
COL4A1	174	103	-0.7328767243180926	0.3007
COPB2	174	79	-8.250011167336298	2e-05
COPS7A	174	100	-1.4481940438002292	0.15542
CORO1A	174	88	-0.8680104186108819	0.28115
CPNE3	174	66	-0.5104477121395083	0.38461
CPSF4	174	95	-0.7273292943959445	0.31244
CREB1	174	85	-0.302409361098936	0.42303
CREG1	174	81	0.20797252113260778	0.5511
CRELD2	174	109	-4.273852890794139	0.00128
CRK	174	69	-4.8944948756771876	0.00354
CRKL	174	100	1.1579388717192058	0.79051
CRTAP	174	67	-1.7539495419572857	0.15723
CRYZ	174	87	-10.930974665725214	1e-05
CSK	174	84	-6.3915030292212975	0.0001
CSNK1A1	174	81	-2.9773116558195887	0.03228
CSNK1E	174	86	0.06963930371228666	0.51669
CSNK2A2	174	79	-0.5232216203668071	0.37227
CSRP1	174	53	-1.7682445234009148	0.18195
CTNNAL1	174	110	-7.325330008455842	1e-05
CTNND1	174	79	-0.37906100553639904	0.40581
CTSD	174	92	-7.740086277045774	1e-05
CTSL1	174	48	-0.2524409422157183	0.44887
CTTN	174	81	-7.684634194588009	1e-05
CXCL2	174	122	-2.6875332559492477	0.02017
CXCR4	174	83	-1.7079004839639762	0.13916
CYB561	174	64	-6.123393926668383	0.00093
CYCS	174	86	-6.705131318230762	5e-05
CYTH1	174	94	-4.26598159193488	0.00263
DAG1	174	89	-10.24635657565115	1e-05
DAXX	174	100	-4.14077896204299	0.00262
DCK	174	104	-9.282811095667524	1e-05
DCTD	174	80	-1.4038665645860844	0.18979
DCUN1D4	174	70	2.385426049506003	0.91578
DDB2	174	50	-4.521381689335191	0.01751
DDIT4	174	38	0.1453898062865637	0.52486
DDR1	174	61	-0.0750229935444052	0.48564
DDX10	174	103	-7.204569302398656	1e-05
DDX42	174	87	-3.6057008777433226	0.01146
DECR1	174	47	-2.8399522529301744	0.0902
DENND2D	174	78	-2.079306953732363	0.10298
DERA	174	80	-7.708935426210514	1e-05
DFFA	174	93	1.0439071310486336	0.75913
DFFB	174	86	-0.27323270839484504	0.42905
DHDDS	174	111	-2.1714709886964747	0.05606
DHRS7	174	69	0.7936369282440434	0.67716
DHX29	174	99	-5.137527954803261	0.00035
DLD	174	89	-9.692716428904982	1e-05
DMTF1	174	108	-0.841295374953432	0.27362
DNAJA3	174	44	1.9991197106791776	0.82466
DNAJB1	174	111	-7.637991534164461	1e-05
DNAJB2	174	90	-0.16348108148135257	0.45589
DNAJB6	174	61	-1.37360289929756	0.22709
DNAJC15	174	66	-3.5681979933845773	0.02485
DNM1	174	81	-4.03389250435971	0.00663
DNM1L	174	90	-5.75337579287894	0.00015
DNMT1	174	102	-8.01669374139799	1e-05
DNMT3A	174	77	0.08072641068101488	0.51862
DNTTIP2	174	113	-6.221035524631983	2e-05
DPH2	174	104	-8.64657126195927	1e-05
DRAP1	174	82	-10.127869349554205	1e-05
DSG2	174	82	0.7720477429753646	0.68794
DUSP11	174	80	-1.1545585988134601	0.23563
DUSP14	174	100	-6.770194622192967	1e-05
DUSP22	174	90	-3.2199495663745075	0.01874
DUSP3	174	72	-2.6017105611684337	0.06461
DUSP4	174	79	-0.6950162188481812	0.33248
DUSP6	174	73	-1.2089534951488907	0.2358
DYNLT3	174	66	-8.216802689749139	3e-05
DYRK3	174	99	1.485809407213898	0.84951
E2F2	174	107	-3.6008536378874196	0.00541
EAPP	174	93	-2.600165154931643	0.04224
EBNA1BP2	174	93	-11.635916386841114	1e-05
EBP	174	96	-12.103283249735458	1e-05
ECD	174	97	-9.881276170385505	1e-05
ECH1	174	53	-1.5493870477400404	0.21255
EDEM1	174	96	-1.353006784872813	0.17657
EDN1	174	80	0.4865105894518544	0.61858
EED	174	123	-10.677799652727431	1e-05
EGF	174	91	-0.6415465759265956	0.33591
EGFR	174	96	-3.560180178569535	0.00839
EGR1	174	96	-1.3013485641540452	0.18631
EIF4EBP1	174	81	-5.176865261805673	0.00103
EIF4G1	174	97	-11.614724240605437	1e-05
EIF5	174	74	-2.1566797090606222	0.09986
ELAC2	174	95	-3.187312188952626	0.01668
ELAVL1	174	120	-3.507556990276905	0.00399
ELOVL6	174	81	-10.16436654373449	1e-05
EML3	174	100	-10.563590142516825	1e-05
ENOPH1	174	78	-3.453922852076257	0.02017
ENOSF1	174	87	-3.9692957919703713	0.00619
EPB41L2	174	103	-9.817135517424807	1e-05
EPHA3	174	113	-0.5548541602978084	0.33956
EPHB2	174	130	-2.899053167755549	0.01163
EPN2	174	98	-1.0642303194613394	0.23127
EPRS	174	85	-6.2114524344713224	6e-05
ERBB2	174	43	-1.0895884324918717	0.30695
ERBB3	174	61	-1.1630020106448193	0.26329
ERO1L	174	102	-4.166861188544721	0.0022
ETFB	174	87	-0.6828099755693257	0.32797
ETS1	174	97	1.546013670397119	0.85471
ETV1	174	109	-0.19382248175550187	0.44075
EVL	174	60	-1.1353842562560683	0.26769
EXOSC4	174	79	-1.821532587155674	0.13052
EXT1	174	67	-1.0732935404961577	0.26796
EZH2	174	108	-11.409622360635163	1e-05
FAH	174	86	-9.529952294769643	1e-05
FAIM	174	76	3.191848747669489	0.97067
FAM20B	174	118	-8.661018574525228	1e-05
FAM57A	174	120	-8.530486032790273	1e-05
FAM63A	174	67	1.7912679467007977	0.84483
FAM69A	174	71	-0.6123829140385296	0.35805
FAS	174	94	-3.1297877100198908	0.01931
FASTKD5	174	111	-6.213525191485815	2e-05
FAT1	174	106	-2.3055441561508836	0.05174
FBXL12	174	87	0.5739055941873704	0.64683
FBXO11	174	118	-5.680728567531498	2e-05
FBXO21	174	80	-1.283474686721477	0.21115
FBXO7	174	66	-0.8428136142202411	0.31412
FCHO1	174	82	-0.4302775245843441	0.39572
FDFT1	174	72	-2.831778350686278	0.04974
FEZ2	174	117	-3.626260701070971	0.00381
FGFR2	174	98	1.5317248842398714	0.85465
FGFR4	174	90	-5.573236987407165	0.00024
FHL2	174	89	-2.47546357508419	0.05337
FIS1	174	53	-2.509688906293387	0.1013
FKBP14	174	110	-5.912387894150775	1e-05
FKBP4	174	86	-2.417539837398039	0.06069
FOS	174	66	-0.6501939469995075	0.35394
FOSL1	174	90	0.09774984799056953	0.52449
FOXJ3	174	75	-0.5774269049291304	0.3635
FOXO3	174	46	-1.591223082487499	0.2217
FOXO4	174	50	-0.11629271682691553	0.47856
FPGS	174	103	-5.640710158149355	5e-05
FRS2	174	90	-0.6879060851082254	0.32359
FSD1	174	99	-0.7027688769484798	0.31469
FUT1	174	87	-0.9522210716453361	0.26824
FYN	174	108	-0.7813337875509575	0.28889
FZD1	174	87	-0.5039268661823185	0.37128
FZD7	174	93	-2.329347943744509	0.0602
G3BP1	174	88	-11.512456243655782	1e-05
GAA	174	58	1.3635993087008047	0.76822
GABPB1	174	116	-10.873869505549203	1e-05
GADD45A	174	43	1.5237032810960525	0.75987
GADD45B	174	63	-3.643079367257937	0.0258
GALE	174	90	-10.961562416935456	1e-05
GAPDH	174	78	-9.330926328147763	1e-05
GATA2	174	79	-5.384360885227669	0.00069
GATA3	174	57	-1.3521163031128964	0.23542
GDPD5	174	96	0.8417328905340788	0.71885
GFOD1	174	119	1.0406939923815466	0.78601
GFPT1	174	93	-7.276621505343933	1e-05
GHR	174	82	-0.9979258592134932	0.26601
GLI2	174	104	0.7381404041379501	0.70016
GLOD4	174	77	-2.851091429758513	0.04344
GLRX	174	63	0.4481150935861147	0.5974
GMNN	174	105	-9.427863535575847	1e-05
GNA11	174	101	-10.00361689745242	1e-05
GNA15	174	92	0.32592924987063016	0.58478
GNAI1	174	111	-1.8102997253589097	0.09261
GNAI2	174	86	-7.092401105856103	3e-05
GNAS	174	40	-2.392706394648696	0.14569
GNB5	174	86	-4.484746538364503	0.00272
GNPDA1	174	47	-1.327350694012448	0.25926
GOLT1B	174	90	-6.57631907579352	2e-05
GPATCH8	174	110	-3.0761243272470526	0.0133
GPC1	174	104	-1.3813140917337463	0.16112
GPER	174	106	-7.201503244953478	1e-05
GPR56	174	85	-2.294405235526084	0.07278
GRB10	174	119	1.5497797437302823	0.88029
GRB7	174	79	0.8330012234589039	0.69726
GRN	174	48	0.9404771521639731	0.67723
GRWD1	174	89	-9.376120542605927	1e-05
GSTM2	174	86	0.16076361935349603	0.54028
GSTZ1	174	61	-0.8709591344279872	0.3179
GTF2A2	174	107	-7.436077723909225	1e-05
GTF2E2	174	101	-1.3172992341782452	0.1791
GTPBP8	174	94	-4.168137886911726	0.00318
H2AFV	174	80	0.06177150007582212	0.51427
HADH	174	98	-3.8112034280558	0.00481
HAT1	174	94	-10.45821165598365	1e-05
HDAC2	174	106	-9.044343297698981	1e-05
HDAC6	174	69	-0.555065206102355	0.37419
HDGFRP3	174	107	-4.038932422955022	0.00221
HEATR1	174	77	-0.23301750032337842	0.44263
HEBP1	174	65	-2.340735420425739	0.09559
HERC6	174	93	0.45013818251391435	0.6198
HERPUD1	174	70	-1.1544766480005633	0.2481
HES1	174	46	-2.823837185131833	0.09361
HIF1A	174	79	3.4095506201072907	0.98048
HIST1H2BK	174	51	2.643083554312883	0.90391
HIST2H2BE	174	64	0.5877698021054688	0.63065
HK1	174	86	-10.953493639262803	1e-05
HLA-DMA	174	85	-2.4892755086281557	0.05796
HLA-DRA	174	80	1.5530120383402308	0.83269
HMG20B	174	54	-1.570008340352716	0.20822
HMGA2	174	102	-2.132578218140853	0.06899
HMGCR	174	88	0.09762666978568141	0.52496
HMGCS1	174	72	-0.2650902768683073	0.43893
HMOX1	174	64	-1.52062343697474	0.19697
HN1L	174	81	-5.345756877718864	0.00076
HOMER2	174	90	-7.228142943549409	1e-05
HOOK2	174	62	0.6813500788754641	0.6483
HOXA10	174	113	-5.837292449028516	3e-05
HOXA5	174	88	-3.004960100704211	0.02625
HPRT1	174	108	-9.532273019269187	1e-05
HS2ST1	174	107	-2.965334615298461	0.01689
HSD17B10	174	78	-11.766828875569383	1e-05
HSD17B11	174	88	-0.18740416569730628	0.4496
HSPA1A	174	79	-0.4592141271206833	0.387
HSPA4	174	93	-1.4885730610545507	0.15889
HSPA8	174	104	-7.324905094210697	1e-05
HSPB1	174	68	-3.0332273901215765	0.043
HSPD1	174	108	-8.571620622027169	1e-05
HTATSF1	174	84	0.33324402262282293	0.58595
HTRA1	174	89	-0.3207710411230104	0.41442
HYOU1	174	97	-1.55844174379049	0.14111
IARS2	174	59	-3.940938401979794	0.02222
ICAM1	174	112	-1.4655635650749845	0.14054
ICAM3	174	97	-10.031082723532885	1e-05
ICMT	174	114	-10.922273783001552	1e-05
ID2	174	72	-0.8454873455807459	0.30955
IDE	174	104	-10.752225349000678	1e-05
IER3	174	75	-9.712164706450816	1e-05
IFNAR1	174	79	-0.40178704930555575	0.39992
IFRD2	174	77	-0.5915468384328311	0.3584
IGF1R	174	53	-2.081682514868287	0.14368
IGF2BP2	174	108	0.6224823193775769	0.675
IGF2R	174	75	-0.03450478209248742	0.48991
IGFBP3	174	69	0.5658207842028857	0.62913
IGHMBP2	174	110	-0.36222775971794063	0.39517
IKBKAP	174	108	-5.560507394035552	6e-05
IKBKB	174	76	-0.5445740481933276	0.36826
IKBKE	174	106	-2.5592086652288133	0.03534
IKZF1	174	123	0.7293300326012443	0.71431
IL13RA1	174	79	-1.6574700101281628	0.15274
IL1B	174	93	0.10913979194263794	0.5293
IL4R	174	104	0.9351012246642506	0.74753
ILK	174	77	-2.559461660901566	0.06071
INPP1	174	76	-2.5703631188873652	0.06107
INPP4B	174	77	-0.8741340192681922	0.29476
INSIG1	174	77	-1.6984611527138238	0.14925
INTS3	174	114	-0.1946136071006456	0.44431
IPO13	174	80	-2.160936172200609	0.09033
IQGAP1	174	97	-0.012505754044550283	0.49633
ISOC1	174	79	1.3162605455681347	0.79244
ITFG1	174	80	-4.796211383789786	0.00215
ITGAE	174	118	-4.281082092276737	0.00075
ITGB1BP1	174	90	-8.971117474744577	1e-05
ITGB5	174	55	-0.2773012985658507	0.43882
JMJD6	174	90	-3.814969943107851	0.00738
JUN	174	86	-1.0146252085397804	0.25635
KAT6A	174	100	-4.661744167411318	0.00094
KAT6B	174	68	-1.134293439221244	0.25567
KCNK1	174	79	-2.799051921044018	0.04272
KCTD5	174	103	-11.23640151869663	1e-05
KDELR2	174	104	-7.547845281309766	1e-05
KDM3A	174	57	-0.2581083570010451	0.44336
KDM5A	174	92	-0.19966585351620006	0.4446
KDM5B	174	62	-1.022443211197192	0.2878
KEAP1	174	78	-4.973224749976832	0.00179
KIAA0100	174	85	-7.902278925728834	1e-05
KIAA0196	174	73	-0.12112744605997128	0.47045
KIAA0355	174	93	-1.3638751031471348	0.17989
KIAA0494	174	74	1.4418208306164855	0.80591
KIAA0528	174	57	-1.7892329082957283	0.17236
KIAA0753	174	102	0.523075153965074	0.644
KIAA0907	174	69	-1.0773668446553522	0.26554
KIAA1033	174	77	-2.2673606142712197	0.08424
KIAA1279	174	76	-11.476394879361923	1e-05
KIF14	174	89	-5.904788691740606	0.00016
KIF20A	174	83	-5.077048589490777	0.00098
KIF2C	174	79	-4.1531944622612045	0.0062
KIF5C	174	109	-3.1371359504675675	0.0122
KIT	174	103	1.3641810091543212	0.8329
KLHDC2	174	49	-1.0136635746916174	0.30654
KLHL21	174	119	-2.7655029643815405	0.01819
KLHL9	174	107	-3.1575345169214017	0.01201
KTN1	174	84	0.587931463206938	0.64742
LAGE3	174	86	-10.316357313510146	1e-05
LAMA3	174	80	-4.8159020213004124	0.00204
LAP3	174	41	-3.9105692073014664	0.04557
LBR	174	101	-10.228997452287597	1e-05
LGALS8	174	87	0.12698486930786906	0.53365
LGMN	174	105	-5.595480055163581	4e-05
LIG1	174	109	-10.622641684273933	1e-05
LIPA	174	71	0.8040726140825727	0.68233
LOXL1	174	126	-4.4850430545275595	0.00026
LPAR2	174	69	-1.159518197056113	0.24993
LPGAT1	174	77	-3.381962352350072	0.02223
LRP10	174	34	0.429226174481275	0.57221
LRPAP1	174	72	-10.14801072837103	1e-05
LRRC16A	174	83	-2.723976914512369	0.04403
LRRC41	174	64	1.3663244454519492	0.77901
LSM5	174	57	6.724961571107875	0.99938
LSM6	174	110	-11.277310691165402	1e-05
LSR	174	86	-0.6359809418599693	0.33937
LYN	174	107	-1.1963620010733813	0.19574
LYPLA1	174	69	-1.3313879614306166	0.21973
LYRM1	174	81	-0.9887803876630168	0.26535
MACF1	174	93	-0.9759193463030011	0.25598
MALT1	174	70	-13.54141844077377	1e-05
MAMLD1	174	103	-3.202227107772312	0.01267
MAN2B1	174	79	-0.9162162044120721	0.28321
MAP2K5	174	70	-0.23644326606095317	0.44361
MAP3K4	174	89	-9.396435268796266	1e-05
MAP4K4	174	89	-5.746194340373597	0.00018
MAP7	174	107	-2.471591976907885	0.03843
MAPK13	174	94	-3.1453746042101582	0.01891
MAPK1IP1L	174	98	-4.04436342409277	0.00307
MAPK9	174	92	1.168876950567317	0.78127
MAPKAPK2	174	90	-4.332018002713379	0.00327
MAPKAPK3	174	87	-3.947601348555575	0.00643
MAPKAPK5	174	100	-3.927389529593317	0.00404
MAST2	174	107	-9.241345396919709	1e-05
MAT2A	174	91	-0.7329788348015008	0.31441
MBNL1	174	94	-6.096001557181037	5e-05
MBNL2	174	63	2.1626289586103553	0.88264
MBOAT7	174	77	-3.739532326855482	0.01333
MBTPS1	174	76	-0.3651555169529387	0.41119
MCM3	174	131	-7.589270855786637	1e-05
MCOLN1	174	100	-3.560373191428201	0.00769
ME2	174	117	-4.483666410033055	0.00053
MEF2C	174	98	-0.3192653095904737	0.41123
MELK	174	108	-12.469688024451381	1e-05
MEST	174	73	0.3160373073563887	0.57694
METRN	174	58	-4.586274503237838	0.01043
MFSD10	174	79	-2.379660511803317	0.07217
MICALL1	174	95	-7.897948381581718	1e-05
MIF	174	65	-6.105329214334252	0.00066
MKNK1	174	68	0.1563717588515572	0.53527
MLEC	174	72	-7.746401167348852	5e-05
MLLT11	174	85	-1.7948873674881662	0.12549
MMP1	174	101	0.3932216034434122	0.61136
MMP2	174	90	-0.9903004808985056	0.25424
MNAT1	174	115	-8.24939711621064	1e-05
MOK	174	91	-1.4645342645372466	0.16612
MPZL1	174	88	-6.143614626658491	0.00013
MRPL12	174	101	-10.826486711424181	1e-05
MRPL19	174	106	-7.764136004518837	1e-05
MRPS16	174	59	-4.72962256123861	0.00888
MRPS2	174	80	-2.3715356353679744	0.07118
MSH6	174	93	-10.679503599212897	1e-05
MSRA	174	110	-8.820357063184279	1e-05
MTA1	174	58	0.3004532086591583	0.56435
MTERFD1	174	79	-4.455634895933836	0.00363
MTF2	174	100	-9.210326119744026	1e-05
MTFR1	174	75	-1.19275506048112	0.23499
MTHFD2	174	83	-2.0224561549031153	0.09991
MUC1	174	99	-9.215197759393423	1e-05
MVP	174	61	0.613978413417847	0.63455
MYBL2	174	136	-9.67562401167817	1e-05
MYC	174	72	-0.7192379242254641	0.33693
MYCBP	174	85	-12.417454854774094	1e-05
MYCBP2	174	98	-0.22208737040186716	0.43789
MYL9	174	80	2.6056483834833424	0.94624
MYLK	174	119	-1.491550092382961	0.12958
MYO10	174	96	-5.4477113380316995	0.00018
NARFL	174	103	0.696789518101752	0.69043
NCAPD2	174	88	-2.2784317314714637	0.06916
NCK1	174	70	-6.852892738134693	0.00014
NCK2	174	88	-0.7420157583911139	0.31035
NCOA3	174	51	-1.3771154012614448	0.24362
NENF	174	75	-1.8312112299836927	0.13422
NET1	174	65	-2.2499744534562973	0.10412
NFATC3	174	106	-1.4748480561039556	0.14705
NFATC4	174	89	-0.1570978995354108	0.45737
NFE2L2	174	97	-0.07345584924696892	0.48053
NFIL3	174	86	-4.387900455346516	0.00327
NFKB2	174	78	-2.4527082249263676	0.06913
NFKBIA	174	54	-3.4942611580454055	0.04098
NFKBIB	174	95	-7.739159115225807	1e-05
NFKBIE	174	102	-0.7991439013622508	0.28839
NGRN	174	87	-5.327901510482804	0.00044
NIPSNAP1	174	68	-7.64069993551602	6e-05
NISCH	174	67	-0.5420973875208664	0.37756
NIT1	174	83	0.9621808451742432	0.72881
NMT1	174	109	-1.7422628230959163	0.10292
NNT	174	79	-4.7381297735387236	0.00217
NOL3	174	98	1.0446095619503732	0.76412
NOLC1	174	96	-12.613472024023055	1e-05
NOS3	174	80	0.3886340007367472	0.59552
NOSIP	174	64	-4.60023749804767	0.00773
NOTCH1	174	110	1.4426791687067895	0.8524
NPC1	174	86	0.8056709205793873	0.69798
NPDC1	174	35	-0.8451662029147852	0.3609
NPEPL1	174	47	-2.045833625185403	0.16442
NPRL2	174	91	-1.527121436527631	0.1556
NR1H2	174	103	0.43559834904717976	0.62318
NR2F6	174	73	-3.399195731029607	0.02387
NR3C1	174	92	-2.6965513125981406	0.03718
NRAS	174	88	-8.180242471155452	1e-05
NRIP1	174	40	-0.4043085093521357	0.42627
NSDHL	174	48	-0.5292173497212346	0.39543
NT5DC2	174	81	-2.849539387411376	0.03854
NUCB2	174	61	-0.6577224641637345	0.3611
NUDCD3	174	62	-1.8801668493986476	0.15235
NUDT9	174	80	1.3818246748889014	0.80523
NUP133	174	96	-3.502689208322689	0.00918
NUP62	174	93	-10.402712948922067	1e-05
