	#_of_exp	#_of_exp(fc<0)	EG_score	empirical_pVal
ACTL6B	96	46	3.353476181438094	0.85707
ACTL7A	96	66	-4.763573747518378	0.03547
ACTL7B	96	63	-2.5613789821135913	0.17166
ACTL8	96	40	2.043001525993887	0.72782
ACTN1	96	50	-4.241948498034191	0.08174
ACTN2	96	49	0.16637397039455917	0.52063
ACTN3	96	31	5.244172435794765	0.90922
ACTN4	96	46	-4.94892857828313	0.05942
ACTR10	96	43	-1.0934723933522505	0.36923
ACTR1A	96	61	-4.961955515137595	0.0354
ACTR1B	96	31	5.159555151695873	0.90592
ACTR2	96	60	-6.152695351986588	0.01363
ACTR3	96	61	-0.2690147568751955	0.45885
ACTR3B	96	66	-7.723874647867211	0.00183
ACTR5	96	56	-2.539556861228192	0.18741
ACTR6	96	56	-10.931781953849482	0.0001
ACTR8	96	36	-1.9603732205201279	0.28725
ACVR1	96	34	1.2891929150722166	0.63888
ACVR1B	96	50	-7.779918664704549	0.00588
ACVR2A	96	28	3.2676756642904703	0.79046
ACVR2B	96	35	4.820966717491737	0.90793
ACVRL1	96	45	-2.5425121433354505	0.21439
ACYP1	96	73	-13.946195051948559	1e-05
ACYP2	96	33	3.1375127665878004	0.80182
ADA	96	46	0.6630923998324966	0.58292
ADAM10	96	35	-1.6967733998318988	0.31974
ADAM11	96	63	-1.5126640142560845	0.28671
ADAM12	96	42	0.8177526753411024	0.5958
ADAM15	96	52	1.7902638229457952	0.72721
ADAM17	96	21	-0.419367875663505	0.46268
ADAM18	96	50	-3.467369419703469	0.1275
ADAM19	96	63	-14.444176670249004	1e-05
ADAM2	96	66	-1.5494607394167328	0.28093
ADAM20	96	47	-2.029126494728904	0.25875
ADAM22	96	52	1.0838360200118642	0.64267
ADAM23	96	56	-0.8915714253782069	0.37589
ADAM28	96	45	-6.174848735922341	0.02889
ADAM29	96	58	-1.5398368204139783	0.29276
ADAM30	96	50	2.875744151542444	0.83046
ADAM3A	96	59	-0.7601458501372014	0.39236
ADAM5P	96	60	-1.5437881500265627	0.28913
ADAM7	96	57	-3.639629391934517	0.0996
ADAM8	96	60	-5.362808955656872	0.02691
ADAM9	96	38	-3.4182601053897406	0.16293
ADAMDEC1	96	56	-5.2122024428644	0.03483
ADAMTS1	96	38	-4.011285963190739	0.12599
ADAMTS12	96	41	-2.5108282545188745	0.22505
ADAMTS13	96	50	0.6936934153988822	0.59347
ADAMTS2	96	39	0.8637096257976076	0.6012
ADAMTS20	96	57	4.233146462180122	0.93077
ADAMTS3	96	53	1.7421514643576907	0.72304
ADAMTS5	96	37	-1.4095963140726853	0.34388
ADAMTS6	96	46	6.761044413659978	0.98244
ADAMTS7	96	41	0.2591458104163918	0.5301
ADAMTS8	96	31	-3.962648014135958	0.15232
ADAMTS9	96	47	-1.1253827748705123	0.36082
ADAMTSL2	96	42	-1.8739062434103184	0.28274
ADAMTSL3	96	49	0.8175509398559277	0.6043
ADAMTSL4	96	41	-2.6981911105507357	0.20826
ADAP1	96	28	2.441864874788631	0.72799
ADAP2	96	26	-2.415372619828343	0.27958
ADAR	96	47	3.012938637839088	0.83472
ADARB1	96	36	2.631167525066335	0.76837
ADARB2	96	40	5.7991571092206415	0.95386
ADAT1	96	65	-5.063701088219769	0.02939
ADCK2	96	53	-11.994813340477569	6e-05
ADCK3	96	71	-6.429257695647699	0.00613
ADCK4	96	37	1.7104353977082618	0.6856
ADCY1	96	59	-6.158445760041957	0.01403
ADCY10	96	58	1.31266254004643	0.68011
ADCY2	96	56	2.2593871534190613	0.78509
ADCY3	96	68	-5.41553338261899	0.01908
ADCY6	96	43	-2.1200355284291685	0.2595
ADCY7	96	57	-3.462244595209799	0.11071
ADCY8	96	24	2.670331545271424	0.73417
ADCY9	96	47	-1.1327865821419578	0.36006
ADCYAP1	96	42	-0.27386479637911626	0.46457
ADCYAP1R1	96	49	-2.650359394990842	0.19197
ADD1	96	55	4.4960897999504175	0.94035
ADD2	96	46	1.268517775298926	0.65691
ADD3	96	47	-6.090317646072964	0.02741
ADH1A	96	49	-0.8949007693073491	0.38363
ADH1B	96	42	-1.9912054897394926	0.27148
ADH1C	96	49	1.1320944693934507	0.64396
ADH5	96	56	-3.475759029183283	0.11277
ADH6	96	57	-2.8556496311254747	0.15622
ADH7	96	68	-0.30986070867735394	0.45066
ADI1	96	53	-7.736167472125876	0.00489
ADIPOQ	96	55	-3.125989927135685	0.13975
ADIPOR1	96	48	-5.70254561306739	0.03485
ADIPOR2	96	32	-1.8964243531253262	0.30697
ADK	96	78	-11.382612993128102	1e-05
ADM	96	53	-5.324129920444561	0.03706
ADM2	96	48	0.8056344658075598	0.60371
ADNP	96	63	-2.8167548231579818	0.14942
ADNP2	96	38	1.3386488374920265	0.65363
ADO	96	75	-7.8190595851293905	0.00093
ADORA1	96	42	-9.17567841533351	0.0038
ADORA2B	96	63	-8.595630225932393	0.00074
ADORA3	96	36	1.8420907346431732	0.69555
ADPGK	96	45	-2.0942120893447687	0.2573
ADPRH	96	67	-5.282581713683464	0.02263
ADRA1A	96	55	-0.5270231351700251	0.42657
ADRA1B	96	46	3.219825798814886	0.84746
ADRA1D	96	47	3.603720109258069	0.87755
ADRA2A	96	51	-2.757068934945375	0.1782
ADRA2B	96	37	-1.3094023143916358	0.35444
ADRA2C	96	27	0.5532439016054631	0.55415
ADRB1	96	47	-1.5216221114209936	0.3143
ADRB2	96	79	-12.139612953835009	1e-05
ADRB3	96	51	1.7676898420697258	0.72269
ADRBK1	96	53	4.34048745422959	0.93042
ADRBK2	96	33	-1.792392625322679	0.31406
ADRM1	96	76	-4.520672059461997	0.03251
ADSL	96	42	-2.5284750846971735	0.2198
ADSS	96	58	-3.9955879193849446	0.07851
AEBP1	96	45	3.4094193571018985	0.85785
AEN	96	72	-12.528292726994524	2e-05
AES	96	34	1.8285760128626753	0.69357
AFAP1	96	61	-4.087902766690508	0.06807
AFF1	96	29	-1.7536212712820676	0.32715
AFF2	96	32	-4.046554720549188	0.14402
AFF3	96	45	1.8039620470596962	0.71446
AFF4	96	59	-1.3480347930754837	0.31395
AFG3L2	96	47	-3.217668236972423	0.15051
AFM	96	63	-7.229740365363236	0.00378
AFP	96	52	-2.2739216192168397	0.22151
AFTPH	96	39	-3.1603983784425522	0.17902
AGA	96	57	2.5167195753685765	0.8119
AGAP1	96	32	5.26186980642072	0.9149
AGAP2	96	48	-1.6837097472013511	0.29333
AGBL2	96	54	-7.6924021874837365	0.00471
AGBL3	96	52	1.5111338843989455	0.69533
AGBL5	96	32	3.9560156929743293	0.85127
AGER	96	29	-2.532668399256876	0.26066
AGFG1	96	55	-5.973487656914784	0.02012
AGFG2	96	63	-4.900217653707006	0.03585
AGGF1	96	47	-0.9830229435750982	0.37796
AGK	96	70	-9.17810543676929	0.00019
AGL	96	53	0.6607718734957887	0.58786
AGMAT	96	37	2.8929334222925034	0.79212
AGPAT1	96	46	-1.174801013800266	0.35364
AGPAT2	96	43	0.2306726168590075	0.52858
AGPAT3	96	39	3.239082080989303	0.82715
AGPAT4	96	34	-3.643314841781929	0.16248
AGPAT5	96	62	-14.860022695204146	1e-05
AGPS	96	46	1.9314361715453154	0.7314
AGR2	96	60	-3.1925783748317467	0.12512
AGRN	96	23	0.37509028037005154	0.53384
AGRP	96	53	-4.101465727850329	0.08179
AGT	96	43	3.973822892492717	0.88669
AGTPBP1	96	45	-3.086571036372578	0.16767
AGTR1	96	58	-4.254079163163709	0.06594
AGTR2	96	25	3.9665210571907084	0.82188
AGXT	96	56	-3.499572247077318	0.11098
AGXT2L1	96	60	-0.74336082355219	0.39623
AHCTF1	96	68	-9.615393564621607	0.00016
AHCY	96	44	-10.998891740058664	0.00046
AHCYL1	96	37	1.4468399053362957	0.65825
AHCYL2	96	60	-3.786284097353535	0.0861
AHDC1	96	37	0.8855703492159431	0.59871
AHI1	96	66	-3.657097637304385	0.08276
AHNAK	96	31	-5.226683185452864	0.08979
AHNAK2	96	25	-1.7875409217487694	0.33377
AHR	96	40	-2.052006276204656	0.27013
AHSA1	96	41	-7.932820279275955	0.01062
AHSG	96	51	-1.5627159538353872	0.30037
AHSP	96	40	-0.7229147740324146	0.41193
AICDA	96	29	2.865435687810328	0.76679
AIDA	96	51	1.688918075267065	0.7135
AIF1	96	35	0.9748434731952798	0.61025
AIFM1	96	39	-1.0509096110705471	0.37927
AIM1	96	42	-4.326283272743055	0.09616
AIM1L	96	37	2.125335729138228	0.72495
AIM2	96	50	-4.79180543162302	0.05746
AIMP1	96	59	-6.2437024959154375	0.01311
AIMP2	96	52	-7.081893365608228	0.00965
AIP	96	42	3.3253088069270587	0.84131
AIPL1	96	46	-0.1489160584230161	0.48223
AIRE	96	55	-4.563155867395021	0.05842
AJAP1	96	42	-1.737167797366763	0.29666
AK1	96	47	-2.0830703520751284	0.25291
AK2	96	59	-8.673838117092146	0.00117
AK4	96	56	-11.622674685354939	5e-05
AK5	96	42	-2.2899683521156824	0.24233
AKAP1	96	57	-3.227177929515845	0.12734
AKAP10	96	53	-2.4763505380716424	0.19995
AKAP11	96	53	-6.559645611578298	0.01452
AKAP12	96	49	2.1754820896552602	0.76264
AKAP13	96	33	0.2660120284911143	0.52814
AKAP17A	96	51	4.924258021021117	0.94839
AKAP3	96	51	-5.972924731863322	0.02436
AKAP4	96	49	0.04833118323046869	0.50539
AKAP5	96	52	-5.4589236221962905	0.03488
AKAP6	96	37	-2.457011790842875	0.24295
AKAP7	96	72	-2.4649592964340776	0.16382
AKAP8	96	54	-3.757971751405644	0.10069
AKAP8L	96	59	-1.3372558379273425	0.31542
AKAP9	96	46	-0.9444616113793248	0.38135
AKIP1	96	55	-0.24843575802880455	0.46494
AKIRIN1	96	56	-7.785325558148984	0.00361
AKIRIN2-AS1	96	60	0.8177819356921877	0.61801
AKR1A1	96	31	-1.0405816699127253	0.3941
AKR1B1	96	39	4.277908412957928	0.89164
AKR1B10	96	55	-4.368337691205351	0.06657
AKR1C1	96	39	2.5115527057883114	0.76856
AKR1C2	96	46	0.20981305129119138	0.5266
AKR1C3	96	43	-0.2324229590008897	0.47136
AKR1C4	96	39	-0.7522667629568097	0.4131
AKR1D1	96	60	-4.967937305223578	0.03718
AKR7A2	96	38	-0.6633059643856547	0.42268
AKR7A3	96	51	-1.261965664978651	0.33671
AKT1	96	56	-3.01833472237299	0.14542
AKT2	96	44	-1.4626695213646654	0.32508
AKT3	96	45	-0.17938363499014676	0.47806
AKTIP	96	61	-0.7460474648651211	0.39004
ALAD	96	50	3.722374679779485	0.89058
ALAS1	96	34	-2.1620023193745648	0.27847
ALAS2	96	36	-0.7325905712411922	0.41505
ALB	96	45	-2.780989933527943	0.19323
ALCAM	96	36	0.758321267961352	0.58202
ALDH18A1	96	58	-3.500873177825144	0.10664
ALDH1A1	96	41	-1.599052292397208	0.31419
ALDH1A2	96	37	3.1309758100605993	0.8107
ALDH1A3	96	52	-4.1021790449902396	0.08464
ALDH1B1	96	39	1.235267639687793	0.64202
ALDH1L1	96	41	-1.4034574402889333	0.33452
ALDH2	96	46	-4.545853277892658	0.07535
ALDH3A1	96	59	-5.289251719371278	0.02844
ALDH3A2	96	43	0.6028549196269394	0.57418
ALDH3B1	96	17	6.191248505275814	0.87761
ALDH3B2	96	54	-4.625605985052686	0.05814
ALDH4A1	96	35	-4.330138339588063	0.11711
ALDH5A1	96	39	3.6349410528329016	0.85457
ALDH6A1	96	34	-0.7861287837416379	0.41626
ALDH7A1	96	48	-6.552168359325507	0.01911
ALDH8A1	96	46	-5.790581314985454	0.03445
ALDH9A1	96	54	-6.9473924061796675	0.00952
ALDOA	96	40	-8.43343375062581	0.00813
ALDOAP2	96	41	-1.2826842145779835	0.3477
ALDOB	96	38	3.7416946151188446	0.85942
ALDOC	96	33	-7.557426169892472	0.02471
ALG12	96	39	-1.9536970520143337	0.28341
ALG13	96	49	-2.6569486584730546	0.19142
ALG3	96	57	-5.333082946657198	0.0313
ALG5	96	62	-10.300463737100664	0.00011
ALG6	96	67	-12.971773126751806	1e-05
ALG8	96	52	-9.009138666409605	0.00173
ALK	96	53	-3.8735550670481564	0.0938
ALKBH1	96	60	-10.13609184015162	0.00019
ALKBH4	96	67	-7.7465385504659725	0.00168
ALLC	96	60	-6.118704435174718	0.01407
ALMS1	96	55	-4.6692777208121425	0.05455
ALOX12	96	65	-1.9495550891960785	0.23243
ALOX12B	96	57	-8.885163274540156	0.00099
ALOX12P2	96	35	-0.5884625039728101	0.43545
ALOX15	96	36	-0.617401273023742	0.42801
ALOX15B	96	43	-0.7348218359081417	0.41122
ALOX5	96	38	2.650576389544574	0.78007
ALOX5AP	96	41	-2.751839980253107	0.2037
ALOXE3	96	47	3.1829418481617973	0.84839
ALPI	96	47	4.351161600360743	0.91852
ALPK1	96	30	4.08491098130662	0.85257
ALPK3	96	55	6.065224591076683	0.98147
ALPL	96	29	4.596443639836143	0.87432
ALPP	96	33	-2.0172667415309085	0.29265
ALPPL2	96	41	-8.106564105546308	0.00926
ALS2CL	96	34	4.81447604746499	0.90308
ALS2CR8	96	47	1.1124598407628765	0.64386
ALX1	96	47	2.188743722130408	0.7617
ALX3	96	32	0.5911004935017016	0.56523
ALX4	96	47	0.5514488955416174	0.57392
AMACR	96	46	-5.9413153161166985	0.03106
AMBN	96	44	-0.005920414141855992	0.4994
AMBP	96	44	-1.5127832385760012	0.31962
AMBRA1	96	45	-4.058773448656063	0.10434
AMD1	96	64	-11.999628299473526	1e-05
AMDHD2	96	53	-0.18910485233712077	0.47563
AMELX	96	53	0.9020229574909016	0.61965
AMELY	96	50	-3.6142894171613227	0.11733
AMFR	96	41	-3.076548686894083	0.17763
AMH	96	50	0.3214352806636577	0.5446
AMHR2	96	52	-3.7219800312320643	0.10563
AMIGO2	96	34	2.3248335125092625	0.73908
AMMECR1	96	52	-7.104033476741611	0.00948
AMN	96	32	-0.14536071139258164	0.48648
AMOT	96	44	0.6108640421032167	0.57519
AMOTL2	96	35	-0.35524837504477635	0.46222
AMPD1	96	45	-2.9732777264739694	0.17746
AMPD2	96	37	0.8394682762292238	0.59359
AMPD3	96	63	-2.9579506617339315	0.13809
AMPH	96	49	-3.4154628074839195	0.13203
AMT	96	33	1.5961762985938424	0.66877
AMZ2	96	32	-0.8531075844977498	0.41097
ANAPC1	96	69	-8.274976557784786	0.00056
ANAPC10	96	69	-12.040166300368771	1e-05
ANAPC13	96	54	-3.8497601004306494	0.09547
ANAPC2	96	50	-2.89368174532262	0.17035
ANAPC5	96	69	-4.458792580502413	0.04268
ANG	96	31	-0.8769332271645148	0.41001
ANGEL1	96	54	0.7726905084922417	0.60789
ANGEL2	96	59	-9.05725243715257	0.00082
ANGPT1	96	33	1.0622214671685843	0.6145
ANGPT2	96	43	-0.863152074134369	0.39623
ANGPT4	96	52	5.19077578334133	0.95829
ANGPTL2	96	35	-0.3539034632694779	0.46235
ANGPTL3	96	56	3.748123407873824	0.90395
ANGPTL4	96	53	1.139930367972383	0.64986
ANGPTL7	96	56	0.5462725816296342	0.57474
ANK1	96	60	-0.6602161683444228	0.40749
ANK2	96	46	1.4023933142669962	0.67269
ANK3	96	59	-0.5174663417053141	0.426
ANKFY1	96	59	-6.987767216971445	0.00664
ANKH	96	67	-7.653208303849021	0.00184
ANKHD1	96	63	-6.276990271074175	0.01015
ANKLE2	96	58	-10.896829710094204	0.0001
ANKMY1	96	47	-7.515544797345052	0.00955
ANKMY2	96	55	-1.6763100489053648	0.2792
ANKRA2	96	42	-2.8989434444751208	0.18824
ANKRD1	96	54	-3.9390179098609046	0.09025
ANKRD10	96	54	-2.7539072170379266	0.17426
ANKRD11	96	31	-0.05801386471617195	0.49508
ANKRD12	96	56	-0.8681040812607931	0.37908
ANKRD17	96	71	-3.042444842780623	0.11588
ANKRD2	96	42	0.987462674909589	0.61459
ANKRD26	96	58	-5.088076795577751	0.03651
ANKRD27	96	46	-1.4842236370192117	0.31703
ANKRD28	96	44	0.47043733458613235	0.55809
ANKRD34C	96	58	7.062083556989347	0.99342
ANKRD36	96	46	2.856906599859996	0.8188
ANKRD36B	96	36	3.2855707652641692	0.82021
ANKRD36BP2	96	52	1.9850832298947938	0.74796
ANKRD40	96	63	-1.5024320263456206	0.28821
ANKRD46	96	50	-4.17135460777105	0.08571
ANKRD49	96	55	-4.388188593056153	0.0657
ANKRD5	96	46	-3.85640222087865	0.11055
ANKRD53	96	37	-1.1583544068294425	0.37016
ANKRD55	96	45	-0.4689302946137506	0.44142
ANKRD57	96	56	-0.6339401617583487	0.4105
ANKRD6	96	25	1.2616441837302659	0.61688
ANKRD7	96	67	-6.152834938714133	0.00986
ANKS1A	96	36	2.0600188758578803	0.71716
ANKS1B	96	55	-3.1504430679376	0.13792
ANKZF1	96	32	1.2079533237868212	0.62915
ANO1	96	56	-7.260375158785103	0.00605
ANO10	96	32	-2.404660246586943	0.2615
ANO2	96	36	-0.23813789392429296	0.47093
ANO3	96	57	-1.4594894701826848	0.30044
ANP32A	96	70	-8.696637959088717	0.00041
ANP32A-IT1	96	45	1.4815275688667613	0.67935
ANP32B	96	72	-11.986027459151812	2e-05
ANP32C	96	65	-2.3186330771494656	0.19285
ANP32E	96	74	-18.041063652752527	1e-05
ANPEP	96	55	-1.9139501277165332	0.25245
ANTXR1	96	45	-0.8779270482084012	0.3911
ANXA1	96	43	2.4542121863365547	0.77368
ANXA10	96	45	-7.379196337029875	0.01187
ANXA11	96	37	0.047304774707512195	0.50598
ANXA13	96	50	-2.7496950745962274	0.18302
ANXA2	96	43	-3.889570837216781	0.11776
ANXA2P1	96	55	-1.3888396583710418	0.31321
ANXA2P2	96	43	-1.0796916979692448	0.37088
ANXA2P3	96	51	-5.22049466365709	0.04169
ANXA3	96	41	-0.20134436035745837	0.47305
ANXA4	96	35	-1.218376035806931	0.36741
ANXA5	96	51	-5.224356185948717	0.0416
ANXA6	96	61	-6.745324787646017	0.00703
ANXA7	96	50	1.2622516756650668	0.66379
ANXA9	96	35	1.496278442298749	0.66452
AOAH	96	48	1.230554255788892	0.65584
AOC2	96	57	-1.5234165880067432	0.29275
AOC3	96	36	0.6326325028377043	0.5678
AOC4	96	41	-2.321992833462043	0.24217
AOX1	96	40	-3.174046610088016	0.17276
AP1AR	96	72	-11.129496376228918	2e-05
AP1B1	96	43	1.9083136881499883	0.72205
AP1G1	96	43	-7.042982943228105	0.0175
AP1G2	96	26	0.6626063463937566	0.56264
AP1M2	96	30	0.09439807255392058	0.50912
AP1S1	96	64	-5.6813087802679645	0.018
AP1S2	96	58	-9.143419364042847	0.00077
AP2A2	96	37	-0.6103865277579679	0.43112
AP2B1	96	61	-1.8200467682715693	0.25113
AP2M1	96	47	-4.086628093970897	0.09497
AP2S1	96	61	-9.388414833033293	0.00035
AP3B1	96	51	2.7442344614290004	0.82076
AP3B2	96	54	-1.3226482347773254	0.32685
AP3D1	96	36	-1.6038078057003815	0.3218
AP3M2	96	50	-4.865896783609968	0.05495
AP3S1	96	53	1.5785762947147648	0.70404
AP3S2	96	43	0.028658680214546553	0.50366
AP4E1	96	49	2.2509174104691687	0.77011
AP4M1	96	58	-6.202472475751848	0.01401
AP4S1	96	42	1.6343156540415251	0.68731
APAF1	96	58	-10.746823432535141	0.00015
APBA1	96	35	-8.39143148060321	0.01314
APBA2	96	45	1.6514645961545342	0.69815
APBA3	96	40	0.8938046639898469	0.60391
APBB1	96	27	-0.6782343220391205	0.43529
APBB1IP	96	42	-1.5591134321947226	0.31588
APBB2	96	39	-0.14145234104775123	0.48314
APBB3	96	35	-1.093463725162262	0.38091
APC	96	56	-4.413943834853577	0.062
APC2	96	36	3.1787678340889918	0.81248
APCS	96	37	0.39007066665302487	0.54345
APEH	96	36	4.573737686139636	0.89627
APEX1	96	44	-0.6621689019243596	0.41893
APEX2	96	54	-5.078948727953061	0.04264
APH1A	96	43	-0.35059674363398247	0.45744
APH1B	96	48	3.2539479259252766	0.85347
API5	96	55	-10.157599424658665	0.00027
APIP	96	59	-6.164090283827802	0.014
APITD1	96	68	-8.440957323155631	0.00073
APLNR	96	51	-1.488770837522679	0.30903
APLP1	96	36	-0.3379125579592811	0.45962
APLP2	96	44	-0.2552091197035611	0.46802
APOA1	96	43	-2.8034362770106553	0.19674
APOA2	96	46	1.710953033734837	0.70699
APOA4	96	41	-0.8921638620213397	0.39124
APOB	96	40	-3.123251081023966	0.17648
APOBEC1	96	51	-1.0979199263788133	0.35709
APOBEC2	96	49	0.728241479931692	0.59298
APOBEC3A	96	66	-5.497196864609032	0.01869
APOBEC3B	96	68	-10.340619657409713	6e-05
APOBEC3C	96	58	0.9218396358524077	0.6282
APOBEC3F	96	48	3.6667054832081893	0.88156
APOBEC3G	96	52	-1.9389231802972269	0.25544
APOBR	96	51	-2.301058640373967	0.22075
APOC1	96	36	-0.655301001758048	0.42398
APOC2	96	47	-4.985449459034991	0.05637
APOC3	96	48	2.32623877264771	0.77628
